,PA18:PM10,PA18:PM25,PA18:NO2,PA18:NO,PA18:NOX,PA18:O3
2022-03-16 18:00:00Z,31.9,17.4,44.5,6.1,53.8,9.8
2022-03-16 19:00:00Z,36.7,16.5,49.3,6.7,59.4,6.1
2022-03-16 20:00:00Z,42.0,19.9,45.1,5.4,53.3,11.0
2022-03-16 21:00:00Z,40.3,21.7,37.2,3.3,42.3,18.4
2022-03-16 22:00:00Z,38.9,18.2,21.0,2.5,24.7,50.3
2022-03-16 23:00:00Z,22.4,4.7,18.2,1.7,20.7,60.1
2022-03-17 00:00:00Z,11.2,7.9,16.4,1.7,19.0,58.7
2022-03-17 01:00:00Z,8.3,7.9,13.7,1.2,15.6,59.9
2022-03-17 02:00:00Z,12.7,10.0,13.0,1.1,14.7,56.6
2022-03-17 03:00:00Z,14.7,12.0,12.5,1.3,14.4,55.5
2022-03-17 04:00:00Z,12.4,10.5,15.1,1.2,16.9,56.8
2022-03-17 05:00:00Z,12.6,9.2,18.3,1.9,21.1,57.3
2022-03-17 06:00:00Z,10.6,8.4,26.3,4.5,33.1,52.4
2022-03-17 07:00:00Z,13.6,5.8,47.2,7.4,58.5,35.4
2022-03-17 08:00:00Z,16.3,6.2,34.0,6.7,44.2,53.5
2022-03-17 09:00:00Z,12.7,8.7,34.9,8.6,48.2,50.8
2022-03-17 10:00:00Z,16.2,7.8,29.8,7.4,41.2,50.7
2022-03-17 11:00:00Z,16.2,8.8,23.6,8.8,37.1,53.6
2022-03-17 12:00:00Z,16.7,7.9,25.9,6.8,36.2,51.3
2022-03-17 13:00:00Z,16.6,9.7,25.5,7.1,36.5,52.0
2022-03-17 14:00:00Z,17.2,10.1,26.7,6.2,36.1,51.2
2022-03-17 15:00:00Z,18.7,9.6,32.9,9.0,46.7,47.7
2022-03-17 16:00:00Z,22.7,8.6,35.0,8.5,48.1,44.0
2022-03-17 17:00:00Z,20.7,8.4,34.9,7.9,47.0,40.1
2022-03-17 18:00:00Z,21.6,10.3,44.0,8.6,57.0,30.8
2022-03-17 19:00:00Z,25.1,12.2,48.8,6.6,58.9,25.4
2022-03-17 20:00:00Z,25.5,14.7,57.8,9.2,71.9,16.4
2022-03-17 21:00:00Z,30.2,19.8,60.2,12.7,79.5,10.6
2022-03-17 22:00:00Z,36.8,27.9,54.5,7.5,66.1,10.8
2022-03-17 23:00:00Z,39.3,31.2,55.2,9.8,70.2,8.9
2022-03-18 00:00:00Z,32.0,21.7,42.2,6.2,51.8,22.2
2022-03-18 01:00:00Z,23.6,16.8,35.8,3.9,41.8,28.3
2022-03-18 02:00:00Z,21.1,14.8,37.6,3.2,42.4,22.8
2022-03-18 03:00:00Z,21.6,17.7,29.7,2.1,33.0,25.0
2022-03-18 04:00:00Z,26.4,20.4,35.9,3.0,40.4,19.8
2022-03-18 05:00:00Z,29.9,19.3,45.1,5.6,53.7,11.6
2022-03-18 06:00:00Z,26.6,21.4,53.1,12.4,72.2,6.5
2022-03-18 07:00:00Z,26.9,19.3,54.4,20.0,85.0,6.9
2022-03-18 08:00:00Z,30.7,21.3,53.6,31.5,101.9,10.4
2022-03-18 09:00:00Z,40.9,21.9,44.3,25.6,83.5,25.9
2022-03-18 10:00:00Z,39.5,16.9,29.9,11.1,46.9,48.7
2022-03-18 11:00:00Z,28.3,13.4,21.4,7.5,32.9,62.9
2022-03-18 12:00:00Z,22.7,11.4,19.1,6.4,29.0,70.0
2022-03-18 13:00:00Z,25.3,12.2,22.3,8.7,35.7,66.2
2022-03-18 14:00:00Z,26.1,12.4,20.6,5.9,29.6,73.1
2022-03-18 15:00:00Z,25.7,12.1,22.5,6.6,32.7,70.3
2022-03-18 16:00:00Z,24.4,13.9,22.8,4.9,30.2,73.6
2022-03-18 17:00:00Z,19.9,13.6,24.9,3.2,29.8,71.2
2022-03-18 18:00:00Z,19.0,11.0,32.5,3.3,37.5,61.7
2022-03-18 19:00:00Z,18.9,10.4,43.1,2.8,47.5,48.1
2022-03-18 20:00:00Z,19.8,11.4,49.0,3.7,54.6,39.7
2022-03-18 21:00:00Z,20.1,11.5,45.9,4.5,52.9,34.5
2022-03-18 22:00:00Z,20.6,12.6,52.5,4.7,59.8,26.7
2022-03-18 23:00:00Z,20.4,11.5,45.3,3.0,50.0,30.8
2022-03-19 00:00:00Z,17.2,12.8,38.5,3.1,43.2,38.1
2022-03-19 01:00:00Z,13.5,10.5,27.8,2.7,32.0,47.3
2022-03-19 02:00:00Z,11.8,7.3,24.2,2.1,27.5,49.8
2022-03-19 03:00:00Z,9.7,5.0,21.1,1.8,23.9,52.4
2022-03-19 04:00:00Z,7.5,6.3,18.0,2.0,21.2,55.3
2022-03-19 05:00:00Z,11.5,6.3,19.8,2.3,23.4,53.8
2022-03-19 06:00:00Z,16.3,10.3,25.6,3.3,30.7,48.3
2022-03-19 07:00:00Z,22.2,15.2,28.5,4.5,35.3,45.5
2022-03-19 08:00:00Z,29.4,20.7,25.2,4.5,32.1,48.8
2022-03-19 09:00:00Z,35.1,30.1,21.5,5.4,29.6,55.5
2022-03-19 10:00:00Z,40.3,33.9,18.2,4.4,24.9,67.3
2022-03-19 11:00:00Z,43.2,32.7,15.5,2.8,19.8,78.5
2022-03-19 12:00:00Z,37.9,31.6,15.2,3.5,20.5,86.0
2022-03-19 13:00:00Z,36.2,29.1,16.3,3.2,21.1,91.4
2022-03-19 14:00:00Z,39.0,31.4,17.8,3.6,23.4,94.0
2022-03-19 15:00:00Z,43.6,30.1,16.2,2.5,20.1,101.5
2022-03-19 16:00:00Z,48.8,29.7,20.0,2.6,24.0,98.2
2022-03-19 17:00:00Z,44.2,28.8,25.6,2.6,29.5,92.2
2022-03-19 18:00:00Z,38.0,25.5,30.3,3.0,34.9,80.0
2022-03-19 19:00:00Z,29.3,20.3,36.0,2.6,40.0,66.9
2022-03-19 20:00:00Z,21.8,17.5,38.4,2.2,41.8,59.7
2022-03-19 21:00:00Z,26.0,18.4,51.7,1.8,54.5,44.3
2022-03-19 22:00:00Z,22.9,21.0,37.7,2.2,41.2,53.2
2022-03-19 23:00:00Z,19.3,19.6,32.8,2.3,36.3,51.5
2022-03-20 00:00:00Z,14.8,13.5,24.1,1.7,26.8,57.4
2022-03-20 01:00:00Z,9.2,11.0,24.2,1.7,26.7,54.2
2022-03-20 02:00:00Z,10.9,7.2,27.4,1.8,30.1,48.3
2022-03-20 03:00:00Z,8.4,8.2,22.3,2.3,25.8,50.4
2022-03-20 04:00:00Z,10.2,7.3,21.7,1.8,24.5,49.0
2022-03-20 05:00:00Z,11.2,6.0,25.1,2.3,28.6,43.7
2022-03-20 06:00:00Z,11.0,6.9,35.4,4.3,42.1,34.5
2022-03-20 07:00:00Z,14.7,9.5,33.6,4.4,40.2,37.4
2022-03-20 08:00:00Z,13.9,9.7,22.8,5.4,31.0,46.4
2022-03-20 09:00:00Z,16.2,11.3,24.4,6.3,33.9,47.0
2022-03-20 10:00:00Z,21.3,16.7,27.3,7.5,38.9,51.3
2022-03-20 11:00:00Z,24.6,20.1,22.8,6.3,32.5,60.6
2022-03-20 12:00:00Z,18.3,17.7,15.6,4.3,22.2,73.4
2022-03-20 13:00:00Z,16.2,14.5,13.6,3.2,18.5,77.2
2022-03-20 14:00:00Z,18.1,15.0,14.2,2.8,18.6,80.5
2022-03-20 15:00:00Z,16.7,12.4,13.9,2.8,18.1,84.4
2022-03-20 16:00:00Z,17.0,12.0,15.5,2.2,18.8,82.2
2022-03-20 17:00:00Z,15.0,13.1,20.0,2.0,23.1,71.5
2022-03-20 18:00:00Z,18.7,12.2,30.9,2.3,34.5,51.9
2022-03-20 19:00:00Z,23.7,18.3,42.3,2.3,45.8,36.4
2022-03-20 20:00:00Z,26.5,22.9,48.0,3.0,52.5,28.6
2022-03-20 21:00:00Z,33.2,25.2,36.6,1.9,39.4,37.1
2022-03-20 22:00:00Z,36.4,29.5,35.8,2.5,39.7,30.9
2022-03-20 23:00:00Z,42.5,35.6,56.3,6.4,66.1,9.0
2022-03-21 00:00:00Z,46.6,38.1,56.4,6.4,66.2,8.4
2022-03-21 01:00:00Z,44.4,35.9,55.8,6.8,66.4,5.3
2022-03-21 02:00:00Z,44.5,37.0,51.6,4.6,58.7,4.9
2022-03-21 03:00:00Z,44.4,36.5,53.7,9.1,67.7,1.0
2022-03-21 04:00:00Z,45.9,36.2,52.8,11.3,70.1,0.6
2022-03-21 05:00:00Z,41.4,34.4,52.5,21.3,85.2,0.7
2022-03-21 06:00:00Z,38.9,34.3,52.0,26.3,92.4,0.9
2022-03-21 07:00:00Z,39.8,30.3,51.5,23.7,88.0,2.2
2022-03-21 08:00:00Z,42.7,29.7,54.7,34.9,108.2,5.5
2022-03-21 09:00:00Z,43.7,31.3,55.8,30.3,102.2,14.3
2022-03-21 10:00:00Z,49.2,26.6,50.4,22.6,85.1,25.6
2022-03-21 11:00:00Z,39.0,20.5,33.1,9.5,47.6,53.8
2022-03-21 12:00:00Z,23.2,15.5,23.9,6.0,33.0,66.7
2022-03-21 13:00:00Z,21.8,12.8,14.9,2.8,19.2,81.0
2022-03-21 14:00:00Z,18.4,13.2,14.8,2.5,18.7,83.8
2022-03-21 15:00:00Z,20.2,12.7,15.3,2.4,18.9,86.5
2022-03-21 16:00:00Z,18.4,9.7,17.1,2.8,21.4,86.0
2022-03-21 17:00:00Z,16.7,10.5,19.5,1.7,22.1,82.0
2022-03-21 18:00:00Z,14.9,9.8,24.7,1.2,26.5,73.3
2022-03-21 19:00:00Z,14.6,7.6,40.3,1.9,43.2,55.7
2022-03-21 20:00:00Z,17.2,9.9,65.8,2.6,69.8,30.9
2022-03-21 21:00:00Z,20.2,18.5,71.1,3.1,75.8,30.0
2022-03-21 22:00:00Z,23.3,18.0,68.7,2.1,72.0,26.7
2022-03-21 23:00:00Z,25.9,18.5,,,,
2022-03-22 00:00:00Z,32.8,19.6,47.7,1.3,49.8,41.5
2022-03-22 01:00:00Z,20.9,14.2,40.3,1.2,42.1,44.4
2022-03-22 02:00:00Z,16.8,14.7,38.9,1.5,41.2,44.3
2022-03-22 03:00:00Z,18.4,14.4,35.8,1.2,37.7,50.2
2022-03-22 04:00:00Z,19.0,14.4,32.4,1.1,34.0,50.4
2022-03-22 05:00:00Z,18.6,13.6,35.1,1.8,37.9,48.0
2022-03-22 06:00:00Z,19.3,16.1,40.2,1.6,42.6,40.6
2022-03-22 07:00:00Z,22.4,16.5,49.3,3.8,55.1,30.9
2022-03-22 08:00:00Z,28.2,15.1,57.5,11.0,74.4,25.4
2022-03-22 09:00:00Z,35.7,19.0,64.0,20.5,95.4,24.1
2022-03-22 10:00:00Z,,19.1,34.8,6.8,45.2,71.7
2022-03-22 11:00:00Z,,17.2,23.2,3.8,29.0,86.7
2022-03-22 12:00:00Z,,16.2,22.4,3.5,27.8,87.4
2022-03-22 13:00:00Z,,,20.0,2.9,24.5,89.9
2022-03-22 14:00:00Z,,,16.8,3.1,21.4,99.2
2022-03-22 15:00:00Z,,,17.0,2.2,20.3,102.9
2022-03-22 16:00:00Z,31.2,,17.7,3.2,22.7,106.2
2022-03-22 17:00:00Z,28.9,,18.1,1.5,20.4,106.4
2022-03-22 18:00:00Z,29.2,18.2,25.3,1.7,27.9,97.5
2022-03-22 19:00:00Z,34.2,22.7,40.8,1.3,42.8,79.4
2022-03-22 20:00:00Z,41.2,28.9,51.8,1.9,54.7,65.0
2022-03-22 21:00:00Z,45.9,34.7,56.0,1.8,58.7,58.0
2022-03-22 22:00:00Z,45.8,37.2,52.8,1.9,55.8,60.6
2022-03-22 23:00:00Z,45.1,34.6,48.8,1.7,51.6,60.5
2022-03-23 00:00:00Z,40.9,33.4,43.5,1.9,46.3,62.5
2022-03-23 01:00:00Z,39.1,32.4,38.8,1.7,41.4,64.3
2022-03-23 02:00:00Z,35.7,28.0,32.8,1.0,34.3,67.3
2022-03-23 03:00:00Z,30.3,22.8,34.6,0.9,36.0,63.5
2022-03-23 04:00:00Z,27.5,21.7,31.8,1.1,33.5,65.8
2022-03-23 05:00:00Z,28.5,19.5,28.2,0.8,29.4,64.7
2022-03-23 06:00:00Z,23.8,16.1,47.1,1.2,48.8,44.2
2022-03-23 07:00:00Z,24.0,16.6,74.9,12.1,93.4,19.0
2022-03-23 08:00:00Z,32.2,22.3,78.7,24.2,115.7,19.3
2022-03-23 09:00:00Z,38.3,22.3,75.2,21.8,108.6,26.6
2022-03-23 10:00:00Z,42.1,20.9,59.9,15.1,82.9,50.5
2022-03-23 11:00:00Z,31.4,18.1,39.0,7.2,50.1,74.3
2022-03-23 12:00:00Z,29.1,14.3,26.8,4.6,33.8,96.5
2022-03-23 13:00:00Z,26.8,17.5,20.8,2.9,25.2,110.2
2022-03-23 14:00:00Z,28.3,19.1,16.5,1.8,19.2,118.2
2022-03-23 15:00:00Z,28.0,18.9,17.0,2.0,20.1,118.6
2022-03-23 16:00:00Z,28.2,20.6,17.6,1.5,20.1,118.7
2022-03-23 17:00:00Z,27.3,19.2,20.7,2.5,24.7,111.7
2022-03-23 18:00:00Z,26.2,16.1,25.7,2.0,28.7,103.2
2022-03-23 19:00:00Z,28.3,18.8,48.5,1.2,50.4,72.6
2022-03-23 20:00:00Z,36.4,26.5,76.2,2.1,79.5,46.4
2022-03-23 21:00:00Z,43.4,28.8,92.9,7.5,104.4,28.1
2022-03-23 22:00:00Z,59.2,34.0,123.9,37.8,181.8,2.0
2022-03-23 23:00:00Z,60.1,35.3,120.4,50.0,197.1,2.0
2022-03-24 00:00:00Z,56.7,30.5,113.3,39.5,173.8,2.5
2022-03-24 01:00:00Z,54.6,30.6,94.6,11.1,111.7,11.6
2022-03-24 02:00:00Z,43.2,28.3,55.1,1.4,57.1,44.2
2022-03-24 03:00:00Z,39.7,28.8,42.4,1.4,44.5,49.0
2022-03-24 04:00:00Z,40.6,27.9,38.3,1.5,40.6,48.8
2022-03-24 05:00:00Z,42.5,28.3,63.3,3.9,69.2,23.5
2022-03-24 06:00:00Z,45.0,29.1,99.6,45.7,169.7,2.6
2022-03-24 07:00:00Z,49.0,29.6,98.4,61.7,193.1,4.8
2022-03-24 08:00:00Z,52.7,28.7,89.4,56.7,176.3,10.0
2022-03-24 09:00:00Z,65.0,33.8,87.4,51.3,166.0,15.9
2022-03-24 10:00:00Z,69.6,35.3,91.2,53.2,172.8,19.1
2022-03-24 11:00:00Z,78.3,38.0,90.7,52.3,170.9,24.5
2022-03-24 12:00:00Z,72.4,36.3,62.3,17.5,89.2,61.6
2022-03-24 13:00:00Z,43.7,29.0,25.3,3.9,31.2,110.0
2022-03-24 14:00:00Z,33.4,24.8,22.8,3.1,27.5,111.0
2022-03-24 15:00:00Z,34.9,26.5,24.1,2.8,28.5,113.7
2022-03-24 16:00:00Z,35.4,25.6,25.4,2.1,28.6,118.5
2022-03-24 17:00:00Z,35.4,22.5,24.4,1.5,26.6,116.6
2022-03-24 18:00:00Z,38.7,17.5,37.3,1.4,39.5,101.9
2022-03-24 19:00:00Z,36.2,20.2,79.4,2.5,83.2,55.1
2022-03-24 20:00:00Z,46.0,25.2,85.7,2.4,89.5,50.7
2022-03-24 21:00:00Z,46.7,30.3,78.8,2.7,83.0,47.5
2022-03-24 22:00:00Z,49.7,31.0,77.9,2.1,81.0,45.9
2022-03-24 23:00:00Z,50.8,31.4,73.2,2.4,77.0,44.8
2022-03-25 00:00:00Z,53.8,33.3,56.9,2.1,60.1,54.2
2022-03-25 01:00:00Z,56.7,34.7,50.9,1.5,53.2,58.3
2022-03-25 02:00:00Z,49.6,39.2,33.3,1.1,35.0,70.7
2022-03-25 03:00:00Z,50.3,41.4,29.4,0.9,30.9,69.4
2022-03-25 04:00:00Z,50.5,39.6,28.9,1.7,31.5,65.1
2022-03-25 05:00:00Z,53.1,39.3,40.6,1.5,42.9,49.3
2022-03-25 06:00:00Z,56.5,37.2,67.5,5.8,76.4,25.1
2022-03-25 07:00:00Z,58.9,41.1,70.7,12.8,90.3,22.2
2022-03-25 08:00:00Z,62.7,40.7,66.0,17.8,93.3,27.8
2022-03-25 09:00:00Z,72.2,43.2,65.1,20.2,96.0,35.6
2022-03-25 10:00:00Z,76.6,44.5,49.3,11.0,66.1,69.8
2022-03-25 11:00:00Z,65.9,44.2,31.4,5.4,39.6,97.7
2022-03-25 12:00:00Z,66.5,44.3,32.8,5.7,41.4,99.5
2022-03-25 13:00:00Z,66.9,42.9,28.2,4.3,34.9,108.2
2022-03-25 14:00:00Z,55.7,39.5,26.3,3.5,31.9,113.7
2022-03-25 15:00:00Z,52.5,34.8,24.4,3.0,29.1,116.8
2022-03-25 16:00:00Z,54.2,32.5,23.3,2.0,26.4,125.0
2022-03-25 17:00:00Z,55.5,38.0,25.0,1.6,27.5,127.8
2022-03-25 18:00:00Z,62.9,40.7,36.2,1.3,38.1,108.8
2022-03-25 19:00:00Z,58.1,35.4,48.2,1.3,50.3,83.0
2022-03-25 20:00:00Z,50.1,32.6,49.2,1.2,51.1,71.1
2022-03-25 21:00:00Z,47.9,28.1,44.8,1.5,47.3,66.6
2022-03-25 22:00:00Z,44.7,25.7,42.8,1.9,45.7,64.0
2022-03-25 23:00:00Z,47.9,28.1,42.9,2.0,46.0,59.6
2022-03-26 00:00:00Z,49.7,31.9,43.7,2.2,46.9,57.7
2022-03-26 01:00:00Z,53.2,36.3,37.9,1.5,40.2,57.0
2022-03-26 02:00:00Z,53.4,35.9,34.3,1.7,36.8,53.2
2022-03-26 03:00:00Z,53.2,34.7,27.9,1.2,29.9,53.9
2022-03-26 04:00:00Z,51.6,34.1,28.0,1.4,30.2,50.4
2022-03-26 05:00:00Z,52.6,35.3,39.2,2.5,43.1,37.2
2022-03-26 06:00:00Z,52.1,36.2,48.2,3.0,52.9,30.1
2022-03-26 07:00:00Z,61.3,38.1,50.8,7.6,62.4,28.3
2022-03-26 08:00:00Z,59.4,40.2,37.2,6.9,47.9,44.0
2022-03-26 09:00:00Z,55.2,37.6,38.5,8.4,51.3,52.7
2022-03-26 10:00:00Z,51.5,31.7,28.7,5.0,36.4,77.3
2022-03-26 11:00:00Z,46.3,30.2,24.0,3.8,29.8,97.3
2022-03-26 12:00:00Z,47.8,32.2,15.6,2.2,19.2,123.9
2022-03-26 13:00:00Z,47.4,31.4,15.9,2.0,18.9,128.6
2022-03-26 14:00:00Z,47.4,28.5,17.3,2.1,20.4,127.4
2022-03-26 15:00:00Z,42.0,29.4,17.6,2.2,21.2,122.5
2022-03-26 16:00:00Z,37.5,25.4,21.2,2.2,24.5,119.7
2022-03-26 17:00:00Z,35.6,19.3,20.2,1.6,22.8,111.0
2022-03-26 18:00:00Z,30.6,15.5,27.3,1.8,30.1,98.2
2022-03-26 19:00:00Z,27.9,16.0,41.4,1.6,44.0,78.4
2022-03-26 20:00:00Z,31.2,19.5,63.6,2.1,66.9,54.0
2022-03-26 21:00:00Z,34.7,23.5,59.2,2.5,63.0,51.2
2022-03-26 22:00:00Z,46.9,31.4,45.5,1.7,48.1,60.3
2022-03-26 23:00:00Z,56.7,34.5,46.1,1.6,48.6,54.4
2022-03-27 00:00:00Z,49.2,32.2,41.8,1.7,44.4,58.7
2022-03-27 01:00:00Z,46.6,32.8,43.9,1.5,46.1,53.5
2022-03-27 02:00:00Z,52.4,34.6,37.5,1.3,39.5,60.2
2022-03-27 03:00:00Z,48.3,33.4,33.5,1.6,36.0,56.8
2022-03-27 04:00:00Z,40.5,29.4,31.4,1.5,33.7,53.2
2022-03-27 05:00:00Z,33.3,25.1,36.1,1.8,38.7,46.9
2022-03-27 06:00:00Z,34.3,23.6,35.7,2.1,38.9,47.6
2022-03-27 07:00:00Z,34.6,24.4,31.1,2.4,34.7,50.0
2022-03-27 08:00:00Z,35.5,24.7,29.2,4.2,35.6,51.2
2022-03-27 09:00:00Z,33.4,23.2,30.5,6.3,40.1,56.8
2022-03-27 10:00:00Z,33.2,18.9,23.1,5.2,31.1,69.3
2022-03-27 11:00:00Z,33.9,22.1,19.8,4.1,26.0,76.6
2022-03-27 12:00:00Z,33.1,22.6,21.8,3.8,27.6,86.8
2022-03-27 13:00:00Z,36.9,22.2,16.1,2.3,19.7,105.6
2022-03-27 14:00:00Z,33.4,24.4,16.3,2.4,20.1,112.2
2022-03-27 15:00:00Z,31.3,23.1,13.8,2.3,17.3,116.7
2022-03-27 16:00:00Z,34.3,20.6,16.0,2.1,19.2,116.5
2022-03-27 17:00:00Z,32.5,19.7,18.5,1.2,20.2,113.6
2022-03-27 18:00:00Z,33.9,19.4,31.2,1.6,33.6,98.1
2022-03-27 19:00:00Z,32.9,20.1,48.8,1.3,50.8,70.6
2022-03-27 20:00:00Z,34.5,24.1,74.3,1.6,76.8,40.7
2022-03-27 21:00:00Z,40.6,29.9,93.0,2.7,97.1,21.8
2022-03-27 22:00:00Z,46.8,33.1,117.3,33.7,169.0,2.7
2022-03-27 23:00:00Z,48.0,32.7,75.7,3.9,81.7,28.7
2022-03-28 00:00:00Z,41.7,27.9,50.5,1.4,52.7,43.3
2022-03-28 01:00:00Z,37.4,26.9,35.6,2.0,38.7,50.8
2022-03-28 02:00:00Z,35.6,22.4,36.1,1.4,38.2,45.3
2022-03-28 03:00:00Z,41.0,35.3,43.3,1.7,46.0,24.8
2022-03-28 04:00:00Z,42.9,33.6,50.2,5.4,58.5,9.5
2022-03-28 05:00:00Z,48.8,40.6,59.6,40.3,121.4,0.6
2022-03-28 06:00:00Z,58.3,41.5,58.7,62.4,154.5,1.0
2022-03-28 07:00:00Z,59.2,40.9,50.7,52.3,130.9,2.4
2022-03-28 08:00:00Z,69.6,44.5,54.3,91.5,194.7,3.8
2022-03-28 09:00:00Z,94.3,51.3,64.7,110.3,233.8,
2022-03-28 10:00:00Z,101.9,53.0,76.3,101.2,231.5,8.8
2022-03-28 11:00:00Z,100.5,53.9,70.5,39.4,131.0,27.6
2022-03-28 12:00:00Z,64.1,38.4,39.3,7.1,50.2,73.9
2022-03-28 13:00:00Z,44.9,28.4,30.5,5.6,39.1,90.0
2022-03-28 14:00:00Z,45.4,22.2,26.2,3.7,31.8,100.1
2022-03-28 15:00:00Z,36.2,18.0,24.3,2.4,27.9,105.9
2022-03-28 16:00:00Z,35.3,17.3,27.8,2.2,31.2,102.3
2022-03-28 17:00:00Z,39.8,19.9,34.6,2.4,38.3,94.7
2022-03-28 18:00:00Z,37.4,22.2,35.8,1.0,37.4,93.1
2022-03-28 19:00:00Z,31.1,20.8,37.6,1.0,39.2,83.0
2022-03-28 20:00:00Z,34.4,21.9,45.3,1.1,46.9,73.4
2022-03-28 21:00:00Z,34.0,21.8,45.9,1.2,47.7,66.7
2022-03-28 22:00:00Z,36.4,24.9,61.2,2.1,64.4,49.1
2022-03-28 23:00:00Z,36.8,25.6,51.4,1.9,54.3,52.0
2022-03-29 00:00:00Z,34.1,25.9,40.2,1.0,41.8,61.4
2022-03-29 01:00:00Z,34.1,24.0,27.9,0.9,29.3,70.7
2022-03-29 02:00:00Z,32.6,25.2,30.1,1.8,32.8,61.1
2022-03-29 03:00:00Z,35.3,26.8,37.1,1.1,38.8,54.1
2022-03-29 04:00:00Z,30.0,22.5,38.8,1.2,40.7,47.2
2022-03-29 05:00:00Z,26.1,21.7,58.2,5.0,65.0,24.7
2022-03-29 06:00:00Z,33.7,20.9,69.6,11.2,86.6,13.7
2022-03-29 07:00:00Z,40.1,24.4,85.1,26.2,125.3,3.6
2022-03-29 08:00:00Z,48.7,28.0,83.8,35.0,137.4,7.1
2022-03-29 09:00:00Z,58.3,28.2,64.3,22.4,98.7,18.3
2022-03-29 10:00:00Z,59.3,28.3,57.3,21.1,89.6,26.1
2022-03-29 11:00:00Z,63.7,29.6,58.1,25.1,96.5,29.6
2022-03-29 12:00:00Z,60.8,32.1,55.8,12.8,75.4,46.7
2022-03-29 13:00:00Z,49.7,29.8,42.3,4.9,50.0,72.9
2022-03-29 14:00:00Z,48.7,29.4,46.7,3.6,52.4,55.7
2022-03-29 15:00:00Z,52.2,25.6,36.8,3.3,41.8,66.2
2022-03-29 16:00:00Z,48.7,23.5,38.7,5.3,46.9,54.8
2022-03-29 17:00:00Z,45.0,23.8,40.0,4.6,47.0,55.3
2022-03-29 18:00:00Z,42.6,22.7,41.5,3.4,46.8,54.8
2022-03-29 19:00:00Z,40.8,23.6,43.6,2.2,47.1,53.2
2022-03-29 20:00:00Z,41.5,24.3,39.6,2.0,42.9,56.1
2022-03-29 21:00:00Z,36.3,23.0,34.6,1.6,37.2,61.9
2022-03-29 22:00:00Z,32.6,18.6,34.1,2.3,37.6,63.5
2022-03-29 23:00:00Z,33.6,24.2,36.6,1.7,39.2,56.6
2022-03-30 00:00:00Z,37.5,26.1,40.4,1.3,42.5,49.2
2022-03-30 01:00:00Z,39.5,31.0,32.8,1.4,35.0,49.3
2022-03-30 02:00:00Z,43.4,35.7,30.4,1.4,32.6,45.8
2022-03-30 03:00:00Z,45.1,36.5,28.7,1.3,30.8,45.6
2022-03-30 04:00:00Z,44.2,36.9,38.5,2.9,42.9,29.6
2022-03-30 05:00:00Z,46.3,37.3,44.4,2.8,48.7,22.9
2022-03-30 06:00:00Z,50.0,40.3,60.4,25.7,99.7,7.7
2022-03-30 07:00:00Z,54.8,42.3,64.1,39.6,124.9,2.2
2022-03-30 08:00:00Z,55.6,44.9,55.8,30.2,102.2,2.6
2022-03-30 09:00:00Z,52.3,42.5,47.1,26.4,87.5,3.5
2022-03-30 10:00:00Z,50.1,46.0,43.2,23.8,79.8,8.4
2022-03-30 11:00:00Z,55.3,51.0,31.4,13.4,52.1,28.5
2022-03-30 12:00:00Z,58.3,53.4,30.3,9.8,45.3,42.0
2022-03-30 13:00:00Z,56.8,49.7,32.4,9.4,46.8,50.1
2022-03-30 14:00:00Z,46.8,43.1,32.4,6.4,42.1,57.0
2022-03-30 15:00:00Z,44.8,33.2,29.7,4.7,37.0,71.0
2022-03-30 16:00:00Z,39.7,29.1,36.6,4.8,43.6,57.1
2022-03-30 17:00:00Z,41.2,34.5,38.8,5.6,47.3,44.2
2022-03-30 18:00:00Z,47.1,39.9,37.8,6.5,47.8,35.3
2022-03-30 19:00:00Z,44.9,37.1,34.8,3.6,40.2,47.1
2022-03-30 20:00:00Z,44.0,34.9,35.1,3.6,40.7,47.0
2022-03-30 21:00:00Z,44.5,39.9,32.7,3.4,37.9,46.6
2022-03-30 22:00:00Z,44.0,39.3,33.0,2.8,37.2,42.3
2022-03-30 23:00:00Z,37.9,34.5,26.1,3.3,31.1,44.9
2022-03-31 00:00:00Z,36.8,30.8,21.5,2.0,24.6,47.9
2022-03-31 01:00:00Z,33.4,28.5,17.9,1.6,20.4,60.0
2022-03-31 02:00:00Z,28.6,23.8,17.0,1.9,19.9,56.3
2022-03-31 03:00:00Z,29.5,25.5,18.1,1.6,20.6,44.8
2022-03-31 04:00:00Z,36.7,31.2,22.6,2.8,26.9,40.1
2022-03-31 05:00:00Z,41.9,33.4,33.0,3.8,39.0,37.2
2022-03-31 06:00:00Z,44.6,32.8,48.7,6.3,58.4,25.4
2022-03-31 07:00:00Z,52.7,40.9,44.0,8.7,57.3,32.0
2022-03-31 08:00:00Z,54.5,44.1,44.4,8.0,56.6,36.7
2022-03-31 09:00:00Z,44.9,32.9,31.4,7.0,42.2,36.3
2022-03-31 10:00:00Z,13.3,11.2,31.6,7.8,43.6,43.6
2022-03-31 11:00:00Z,6.8,5.4,29.7,7.9,41.9,56.0
2022-03-31 12:00:00Z,4.9,6.8,26.2,6.9,36.7,62.5
2022-03-31 13:00:00Z,9.9,6.4,25.8,5.8,34.7,61.4
2022-03-31 14:00:00Z,9.8,7.6,22.7,6.6,32.9,63.6
2022-03-31 15:00:00Z,8.8,10.6,24.7,5.1,32.7,66.0
2022-03-31 16:00:00Z,9.6,6.0,26.6,6.0,35.8,65.1
